Date,Station,Latitude,Longitude,AQI,Outlier_IQR,Outlier_Zscore,Outlier_Either,Outlier_Both,ZScore,IQR_LowerBound,IQR_UpperBound,IsHoliday,HolidayName,Season,SeasonOrdinal,MonthName,MonthNum,Quarter,DayofWeek,WeekNum,IsWeekend,IsWinter,Asthma_Risk
2023-01-01,Alipur,28.817,77.119,292,0,0,0,0,0.85,-185.0,583.0,1,New Year,Winter,1,January,1,1,Sunday,52,1,1,Unsafe
2023-01-02,Alipur,28.817,77.119,292,0,0,0,0,0.85,-185.0,583.0,0,Regular Day,Winter,1,January,1,1,Monday,1,0,1,Unsafe
2023-01-03,Alipur,28.817,77.119,369,0,0,0,0,1.57,-185.0,583.0,0,Regular Day,Winter,1,January,1,1,Tuesday,1,0,1,Unsafe
2023-01-04,Alipur,28.817,77.119,300,0,0,0,0,0.93,-185.0,583.0,0,Regular Day,Winter,1,January,1,1,Wednesday,1,0,1,Unsafe
2023-01-05,Alipur,28.817,77.119,307,0,0,0,0,0.99,-185.0,583.0,0,Regular Day,Winter,1,January,1,1,Thursday,1,0,1,Unsafe
2023-01-06,Alipur,28.817,77.119,360,0,0,0,0,1.49,-185.0,583.0,0,Regular Day,Winter,1,January,1,1,Friday,1,0,1,Unsafe
2023-01-07,Alipur,28.817,77.119,334,0,0,0,0,1.24,-185.0,583.0,0,Regular Day,Winter,1,January,1,1,Saturday,1,1,1,Unsafe
2023-01-08,Alipur,28.817,77.119,326,0,0,0,0,1.17,-185.0,583.0,0,Regular Day,Winter,1,January,1,1,Sunday,1,1,1,Unsafe
2023-01-09,Alipur,28.817,77.119,366,0,0,0,0,1.54,-185.0,583.0,0,Regular Day,Winter,1,January,1,1,Monday,2,0,1,Unsafe
2023-01-10,Alipur,28.817,77.119,357,0,0,0,0,1.46,-185.0,583.0,0,Regular Day,Winter,1,January,1,1,Tuesday,2,0,1,Unsafe
2023-01-11,Alipur,28.817,77.119,261,0,0,0,0,0.56,-185.0,583.0,0,Regular Day,Winter,1,January,1,1,Wednesday,2,0,1,Unsafe
2023-01-12,Alipur,28.817,77.119,369,0,0,0,0,1.57,-185.0,583.0,0,Regular Day,Winter,1,January,1,1,Thursday,2,0,1,Unsafe
2023-01-13,Alipur,28.817,77.119,378,0,0,0,0,1.65,-185.0,583.0,0,Regular Day,Winter,1,January,1,1,Friday,2,0,1,Unsafe
2023-01-14,Alipur,28.817,77.119,345,0,0,0,0,1.35,-185.0,583.0,1,Lohri,Winter,1,January,1,1,Saturday,2,1,1,Unsafe
2023-01-15,Alipur,28.817,77.119,204,0,0,0,0,0.03,-185.0,583.0,0,Regular Day,Winter,1,January,1,1,Sunday,2,1,1,Unsafe
2023-01-16,Alipur,28.817,77.119,276,0,0,0,0,0.7,-185.0,583.0,0,Regular Day,Winter,1,January,1,1,Monday,3,0,1,Unsafe
2023-01-17,Alipur,28.817,77.119,260,0,0,0,0,0.55,-185.0,583.0,0,Regular Day,Winter,1,January,1,1,Tuesday,3,0,1,Unsafe
2023-01-18,Alipur,28.817,77.119,282,0,0,0,0,0.76,-185.0,583.0,0,Regular Day,Winter,1,January,1,1,Wednesday,3,0,1,Unsafe
2023-01-19,Alipur,28.817,77.119,324,0,0,0,0,1.15,-185.0,583.0,0,Regular Day,Winter,1,January,1,1,Thursday,3,0,1,Unsafe
2023-01-20,Alipur,28.817,77.119,197,0,0,0,0,-0.04,-185.0,583.0,0,Regular Day,Winter,1,January,1,1,Friday,3,0,1,Unsafe
2023-01-21,Alipur,28.817,77.119,310,0,0,0,0,1.02,-185.0,583.0,0,Regular Day,Winter,1,January,1,1,Saturday,3,1,1,Unsafe
2023-01-22,Alipur,28.817,77.119,404,0,0,0,0,1.9,-185.0,583.0,0,Regular Day,Winter,1,January,1,1,Sunday,3,1,1,Unsafe
2023-01-23,Alipur,28.817,77.119,343,0,0,0,0,1.33,-185.0,583.0,0,Regular Day,Winter,1,January,1,1,Monday,4,0,1,Unsafe
2023-01-24,Alipur,28.817,77.119,246,0,0,0,0,0.42,-185.0,583.0,0,Regular Day,Winter,1,January,1,1,Tuesday,4,0,1,Unsafe
2023-01-25,Alipur,28.817,77.119,162,0,0,0,0,-0.36,-185.0,583.0,0,Regular Day,Winter,1,January,1,1,Wednesday,4,0,1,Unsafe
2023-01-26,Alipur,28.817,77.119,304,0,0,0,0,0.96,-185.0,583.0,1,Republic Day,Winter,1,January,1,1,Thursday,4,0,1,Unsafe
2023-01-27,Alipur,28.817,77.119,215,0,0,0,0,0.13,-185.0,583.0,0,Regular Day,Winter,1,January,1,1,Friday,4,0,1,Unsafe
2023-01-28,Alipur,28.817,77.119,230,0,0,0,0,0.27,-185.0,583.0,0,Regular Day,Winter,1,January,1,1,Saturday,4,1,1,Unsafe
2023-01-29,Alipur,28.817,77.119,343,0,0,0,0,1.33,-185.0,583.0,0,Regular Day,Winter,1,January,1,1,Sunday,4,1,1,Unsafe
2023-01-30,Alipur,28.817,77.119,343,0,0,0,0,1.33,-185.0,583.0,0,Regular Day,Winter,1,January,1,1,Monday,5,0,1,Unsafe
2023-01-31,Alipur,28.817,77.119,138,0,0,0,0,-0.59,-185.0,583.0,0,Regular Day,Winter,1,January,1,1,Tuesday,5,0,1,Unsafe
2023-02-01,Alipur,28.817,77.119,132,0,0,0,0,-0.64,-185.0,583.0,0,Regular Day,Winter,1,February,2,1,Wednesday,5,0,1,Unsafe
2023-02-02,Alipur,28.817,77.119,171,0,0,0,0,-0.28,-185.0,583.0,0,Regular Day,Winter,1,February,2,1,Thursday,5,0,1,Unsafe
2023-02-03,Alipur,28.817,77.119,203,0,0,0,0,0.02,-185.0,583.0,0,Regular Day,Winter,1,February,2,1,Friday,5,0,1,Unsafe
2023-02-04,Alipur,28.817,77.119,266,0,0,0,0,0.61,-185.0,583.0,0,Regular Day,Winter,1,February,2,1,Saturday,5,1,1,Unsafe
2023-02-05,Alipur,28.817,77.119,253,0,0,0,0,0.49,-185.0,583.0,0,Regular Day,Winter,1,February,2,1,Sunday,5,1,1,Unsafe
2023-02-06,Alipur,28.817,77.119,298,0,0,0,0,0.91,-185.0,583.0,0,Regular Day,Winter,1,February,2,1,Monday,6,0,1,Unsafe
2023-02-07,Alipur,28.817,77.119,297,0,0,0,0,0.9,-185.0,583.0,0,Regular Day,Winter,1,February,2,1,Tuesday,6,0,1,Unsafe
2023-02-08,Alipur,28.817,77.119,119,0,0,0,0,-0.76,-185.0,583.0,0,Regular Day,Winter,1,February,2,1,Wednesday,6,0,1,Unsafe
2023-02-09,Alipur,28.817,77.119,211,0,0,0,0,0.1,-185.0,583.0,0,Regular Day,Winter,1,February,2,1,Thursday,6,0,1,Unsafe
2023-02-10,Alipur,28.817,77.119,277,0,0,0,0,0.71,-185.0,583.0,0,Regular Day,Winter,1,February,2,1,Friday,6,0,1,Unsafe
2023-02-11,Alipur,28.817,77.119,289,0,0,0,0,0.82,-185.0,583.0,0,Regular Day,Winter,1,February,2,1,Saturday,6,1,1,Unsafe
2023-02-12,Alipur,28.817,77.119,161,0,0,0,0,-0.37,-185.0,583.0,0,Regular Day,Winter,1,February,2,1,Sunday,6,1,1,Unsafe
2023-02-13,Alipur,28.817,77.119,125,0,0,0,0,-0.71,-185.0,583.0,0,Regular Day,Winter,1,February,2,1,Monday,7,0,1,Unsafe
2023-02-14,Alipur,28.817,77.119,116,0,0,0,0,-0.79,-185.0,583.0,0,Regular Day,Winter,1,February,2,1,Tuesday,7,0,1,Unsafe
2023-02-15,Alipur,28.817,77.119,175,0,0,0,0,-0.24,-185.0,583.0,0,Regular Day,Winter,1,February,2,1,Wednesday,7,0,1,Unsafe
2023-02-16,Alipur,28.817,77.119,277,0,0,0,0,0.71,-185.0,583.0,0,Regular Day,Winter,1,February,2,1,Thursday,7,0,1,Unsafe
2023-02-17,Alipur,28.817,77.119,381,0,0,0,0,1.68,-185.0,583.0,0,Regular Day,Winter,1,February,2,1,Friday,7,0,1,Unsafe
2023-02-18,Alipur,28.817,77.119,381,0,0,0,0,1.68,-185.0,583.0,0,Regular Day,Winter,1,February,2,1,Saturday,7,1,1,Unsafe
2023-02-19,Alipur,28.817,77.119,321,0,0,0,0,1.12,-185.0,583.0,0,Regular Day,Winter,1,February,2,1,Sunday,7,1,1,Unsafe
2023-02-20,Alipur,28.817,77.119,359,0,0,0,0,1.48,-185.0,583.0,0,Regular Day,Winter,1,February,2,1,Monday,8,0,1,Unsafe
2023-02-21,Alipur,28.817,77.119,286,0,0,0,0,0.8,-185.0,583.0,0,Regular Day,Winter,1,February,2,1,Tuesday,8,0,1,Unsafe
2023-02-22,Alipur,28.817,77.119,313,0,0,0,0,1.05,-185.0,583.0,0,Regular Day,Winter,1,February,2,1,Wednesday,8,0,1,Unsafe
2023-02-23,Alipur,28.817,77.119,223,0,0,0,0,0.21,-185.0,583.0,0,Regular Day,Winter,1,February,2,1,Thursday,8,0,1,Unsafe
2023-02-24,Alipur,28.817,77.119,157,0,0,0,0,-0.41,-185.0,583.0,0,Regular Day,Winter,1,February,2,1,Friday,8,0,1,Unsafe
2023-02-25,Alipur,28.817,77.119,231,0,0,0,0,0.28,-185.0,583.0,0,Regular Day,Winter,1,February,2,1,Saturday,8,1,1,Unsafe
2023-02-26,Alipur,28.817,77.119,295,0,0,0,0,0.88,-185.0,583.0,0,Regular Day,Winter,1,February,2,1,Sunday,8,1,1,Unsafe
2023-02-27,Alipur,28.817,77.119,270,0,0,0,0,0.65,-185.0,583.0,0,Regular Day,Winter,1,February,2,1,Monday,9,0,1,Unsafe
2023-02-28,Alipur,28.817,77.119,236,0,0,0,0,0.33,-185.0,583.0,0,Regular Day,Winter,1,February,2,1,Tuesday,9,0,1,Unsafe
2023-03-01,Alipur,28.817,77.119,134,0,0,0,0,-0.62,-185.0,583.0,0,Regular Day,Summer,2,March,3,1,Wednesday,9,0,0,Unsafe
2023-03-02,Alipur,28.817,77.119,223,0,0,0,0,0.21,-185.0,583.0,0,Regular Day,Summer,2,March,3,1,Thursday,9,0,0,Unsafe
2023-03-03,Alipur,28.817,77.119,123,0,0,0,0,-0.73,-185.0,583.0,0,Regular Day,Summer,2,March,3,1,Friday,9,0,0,Unsafe
2023-03-04,Alipur,28.817,77.119,113,0,0,0,0,-0.82,-185.0,583.0,0,Regular Day,Summer,2,March,3,1,Saturday,9,1,0,Unsafe
2023-03-05,Alipur,28.817,77.119,116,0,0,0,0,-0.79,-185.0,583.0,0,Regular Day,Summer,2,March,3,1,Sunday,9,1,0,Unsafe
2023-03-06,Alipur,28.817,77.119,128,0,0,0,0,-0.68,-185.0,583.0,0,Regular Day,Summer,2,March,3,1,Monday,10,0,0,Unsafe
2023-03-07,Alipur,28.817,77.119,186,0,0,0,0,-0.14,-185.0,583.0,1,Holika Dahan,Summer,2,March,3,1,Tuesday,10,0,0,Unsafe
2023-03-08,Alipur,28.817,77.119,211,0,0,0,0,0.1,-185.0,583.0,1,Holi,Summer,2,March,3,1,Wednesday,10,0,0,Unsafe
2023-03-09,Alipur,28.817,77.119,93,0,0,0,0,-1.01,-185.0,583.0,0,Regular Day,Summer,2,March,3,1,Thursday,10,0,0,Caution
2023-03-10,Alipur,28.817,77.119,174,0,0,0,0,-0.25,-185.0,583.0,0,Regular Day,Summer,2,March,3,1,Friday,10,0,0,Unsafe
2023-03-11,Alipur,28.817,77.119,225,0,0,0,0,0.23,-185.0,583.0,0,Regular Day,Summer,2,March,3,1,Saturday,10,1,0,Unsafe
2023-03-12,Alipur,28.817,77.119,225,0,0,0,0,0.23,-185.0,583.0,0,Regular Day,Summer,2,March,3,1,Sunday,10,1,0,Unsafe
2023-03-13,Alipur,28.817,77.119,257,0,0,0,0,0.52,-185.0,583.0,0,Regular Day,Summer,2,March,3,1,Monday,11,0,0,Unsafe
2023-03-14,Alipur,28.817,77.119,266,0,0,0,0,0.61,-185.0,583.0,0,Regular Day,Summer,2,March,3,1,Tuesday,11,0,0,Unsafe
2023-03-15,Alipur,28.817,77.119,228,0,0,0,0,0.25,-185.0,583.0,0,Regular Day,Summer,2,March,3,1,Wednesday,11,0,0,Unsafe
2023-03-16,Alipur,28.817,77.119,280,0,0,0,0,0.74,-185.0,583.0,0,Regular Day,Summer,2,March,3,1,Thursday,11,0,0,Unsafe
2023-03-17,Alipur,28.817,77.119,167,0,0,0,0,-0.32,-185.0,583.0,0,Regular Day,Summer,2,March,3,1,Friday,11,0,0,Unsafe
2023-03-18,Alipur,28.817,77.119,169,0,0,0,0,-0.3,-185.0,583.0,0,Regular Day,Summer,2,March,3,1,Saturday,11,1,0,Unsafe
2023-03-19,Alipur,28.817,77.119,169,0,0,0,0,-0.3,-185.0,583.0,0,Regular Day,Summer,2,March,3,1,Sunday,11,1,0,Unsafe
2023-03-20,Alipur,28.817,77.119,157,0,0,0,0,-0.41,-185.0,583.0,0,Regular Day,Summer,2,March,3,1,Monday,12,0,0,Unsafe
2023-03-21,Alipur,28.817,77.119,55,0,0,0,0,-1.36,-185.0,583.0,0,Regular Day,Summer,2,March,3,1,Tuesday,12,0,0,Caution
2023-03-22,Alipur,28.817,77.119,120,0,0,0,0,-0.75,-185.0,583.0,0,Regular Day,Summer,2,March,3,1,Wednesday,12,0,0,Unsafe
2023-03-23,Alipur,28.817,77.119,186,0,0,0,0,-0.14,-185.0,583.0,0,Regular Day,Summer,2,March,3,1,Thursday,12,0,0,Unsafe
2023-03-24,Alipur,28.817,77.119,219,0,0,0,0,0.17,-185.0,583.0,0,Regular Day,Summer,2,March,3,1,Friday,12,0,0,Unsafe
2023-03-25,Alipur,28.817,77.119,73,0,0,0,0,-1.19,-185.0,583.0,0,Regular Day,Summer,2,March,3,1,Saturday,12,1,0,Caution
2023-03-26,Alipur,28.817,77.119,115,0,0,0,0,-0.8,-185.0,583.0,0,Regular Day,Summer,2,March,3,1,Sunday,12,1,0,Unsafe
2023-03-27,Alipur,28.817,77.119,130,0,0,0,0,-0.66,-185.0,583.0,0,Regular Day,Summer,2,March,3,1,Monday,13,0,0,Unsafe
2023-03-28,Alipur,28.817,77.119,160,0,0,0,0,-0.38,-185.0,583.0,0,Regular Day,Summer,2,March,3,1,Tuesday,13,0,0,Unsafe
2023-03-29,Alipur,28.817,77.119,187,0,0,0,0,-0.13,-185.0,583.0,0,Regular Day,Summer,2,March,3,1,Wednesday,13,0,0,Unsafe
2023-03-30,Alipur,28.817,77.119,179,0,0,0,0,-0.2,-185.0,583.0,0,Regular Day,Summer,2,March,3,1,Thursday,13,0,0,Unsafe
2023-03-31,Alipur,28.817,77.119,61,0,0,0,0,-1.3,-185.0,583.0,0,Regular Day,Summer,2,March,3,1,Friday,13,0,0,Caution
2023-04-01,Alipur,28.817,77.119,201,0,0,0,0,0.0,-185.0,583.0,0,Regular Day,Summer,2,April,4,2,Saturday,13,1,0,Unsafe
2023-04-02,Alipur,28.817,77.119,112,0,0,0,0,-0.83,-185.0,583.0,0,Regular Day,Summer,2,April,4,2,Sunday,13,1,0,Unsafe
2023-04-03,Alipur,28.817,77.119,163,0,0,0,0,-0.35,-185.0,583.0,0,Regular Day,Summer,2,April,4,2,Monday,14,0,0,Unsafe
2023-04-04,Alipur,28.817,77.119,86,0,0,0,0,-1.07,-185.0,583.0,0,Regular Day,Summer,2,April,4,2,Tuesday,14,0,0,Caution
2023-04-05,Alipur,28.817,77.119,124,0,0,0,0,-0.72,-185.0,583.0,0,Regular Day,Summer,2,April,4,2,Wednesday,14,0,0,Unsafe
2023-04-06,Alipur,28.817,77.119,156,0,0,0,0,-0.42,-185.0,583.0,0,Regular Day,Summer,2,April,4,2,Thursday,14,0,0,Unsafe
2023-04-07,Alipur,28.817,77.119,142,0,0,0,0,-0.55,-185.0,583.0,0,Regular Day,Summer,2,April,4,2,Friday,14,0,0,Unsafe
2023-04-08,Alipur,28.817,77.119,153,0,0,0,0,-0.45,-185.0,583.0,0,Regular Day,Summer,2,April,4,2,Saturday,14,1,0,Unsafe
2023-04-09,Alipur,28.817,77.119,230,0,0,0,0,0.27,-185.0,583.0,0,Regular Day,Summer,2,April,4,2,Sunday,14,1,0,Unsafe
2023-04-10,Alipur,28.817,77.119,223,0,0,0,0,0.21,-185.0,583.0,0,Regular Day,Summer,2,April,4,2,Monday,15,0,0,Unsafe
2023-04-11,Alipur,28.817,77.119,296,0,0,0,0,0.89,-185.0,583.0,0,Regular Day,Summer,2,April,4,2,Tuesday,15,0,0,Unsafe
2023-04-12,Alipur,28.817,77.119,220,0,0,0,0,0.18,-185.0,583.0,0,Regular Day,Summer,2,April,4,2,Wednesday,15,0,0,Unsafe
2023-04-13,Alipur,28.817,77.119,220,0,0,0,0,0.18,-185.0,583.0,0,Regular Day,Summer,2,April,4,2,Thursday,15,0,0,Unsafe
2023-04-14,Alipur,28.817,77.119,300,0,0,0,0,0.93,-185.0,583.0,0,Regular Day,Summer,2,April,4,2,Friday,15,0,0,Unsafe
2023-04-15,Alipur,28.817,77.119,308,0,0,0,0,1.0,-185.0,583.0,0,Regular Day,Summer,2,April,4,2,Saturday,15,1,0,Unsafe
2023-04-16,Alipur,28.817,77.119,205,0,0,0,0,0.04,-185.0,583.0,0,Regular Day,Summer,2,April,4,2,Sunday,15,1,0,Unsafe
2023-04-17,Alipur,28.817,77.119,205,0,0,0,0,0.04,-185.0,583.0,0,Regular Day,Summer,2,April,4,2,Monday,16,0,0,Unsafe
2023-04-18,Alipur,28.817,77.119,314,0,0,0,0,1.06,-185.0,583.0,0,Regular Day,Summer,2,April,4,2,Tuesday,16,0,0,Unsafe
2023-04-19,Alipur,28.817,77.119,252,0,0,0,0,0.48,-185.0,583.0,0,Regular Day,Summer,2,April,4,2,Wednesday,16,0,0,Unsafe
2023-04-20,Alipur,28.817,77.119,158,0,0,0,0,-0.4,-185.0,583.0,0,Regular Day,Summer,2,April,4,2,Thursday,16,0,0,Unsafe
2023-04-21,Alipur,28.817,77.119,139,0,0,0,0,-0.58,-185.0,583.0,0,Regular Day,Summer,2,April,4,2,Friday,16,0,0,Unsafe
2023-04-22,Alipur,28.817,77.119,140,0,0,0,0,-0.57,-185.0,583.0,0,Regular Day,Summer,2,April,4,2,Saturday,16,1,0,Unsafe
2023-04-23,Alipur,28.817,77.119,135,0,0,0,0,-0.61,-185.0,583.0,0,Regular Day,Summer,2,April,4,2,Sunday,16,1,0,Unsafe
2023-04-24,Alipur,28.817,77.119,170,0,0,0,0,-0.29,-185.0,583.0,0,Regular Day,Summer,2,April,4,2,Monday,17,0,0,Unsafe
2023-04-25,Alipur,28.817,77.119,212,0,0,0,0,0.1,-185.0,583.0,0,Regular Day,Summer,2,April,4,2,Tuesday,17,0,0,Unsafe
2023-04-26,Alipur,28.817,77.119,276,0,0,0,0,0.7,-185.0,583.0,0,Regular Day,Summer,2,April,4,2,Wednesday,17,0,0,Unsafe
2023-04-27,Alipur,28.817,77.119,261,0,0,0,0,0.56,-185.0,583.0,0,Regular Day,Summer,2,April,4,2,Thursday,17,0,0,Unsafe
2023-04-28,Alipur,28.817,77.119,168,0,0,0,0,-0.31,-185.0,583.0,0,Regular Day,Summer,2,April,4,2,Friday,17,0,0,Unsafe
2023-04-29,Alipur,28.817,77.119,259,0,0,0,0,0.54,-185.0,583.0,0,Regular Day,Summer,2,April,4,2,Saturday,17,1,0,Unsafe
2023-04-30,Alipur,28.817,77.119,127,0,0,0,0,-0.69,-185.0,583.0,0,Regular Day,Summer,2,April,4,2,Sunday,17,1,0,Unsafe
2023-05-01,Alipur,28.817,77.119,78,0,0,0,0,-1.15,-185.0,583.0,0,Regular Day,Summer,2,May,5,2,Monday,18,0,0,Caution
2023-05-02,Alipur,28.817,77.119,61,0,0,0,0,-1.3,-185.0,583.0,0,Regular Day,Summer,2,May,5,2,Tuesday,18,0,0,Caution
2023-05-03,Alipur,28.817,77.119,95,0,0,0,0,-0.99,-185.0,583.0,0,Regular Day,Summer,2,May,5,2,Wednesday,18,0,0,Caution
2023-05-04,Alipur,28.817,77.119,150,0,0,0,0,-0.47,-185.0,583.0,0,Regular Day,Summer,2,May,5,2,Thursday,18,0,0,Unsafe
2023-05-05,Alipur,28.817,77.119,171,0,0,0,0,-0.28,-185.0,583.0,0,Regular Day,Summer,2,May,5,2,Friday,18,0,0,Unsafe
2023-05-06,Alipur,28.817,77.119,220,0,0,0,0,0.18,-185.0,583.0,0,Regular Day,Summer,2,May,5,2,Saturday,18,1,0,Unsafe
2023-05-07,Alipur,28.817,77.119,200,0,0,0,0,-0.01,-185.0,583.0,0,Regular Day,Summer,2,May,5,2,Sunday,18,1,0,Unsafe
2023-05-08,Alipur,28.817,77.119,123,0,0,0,0,-0.73,-185.0,583.0,0,Regular Day,Summer,2,May,5,2,Monday,19,0,0,Unsafe
2023-05-09,Alipur,28.817,77.119,203,0,0,0,0,0.02,-185.0,583.0,0,Regular Day,Summer,2,May,5,2,Tuesday,19,0,0,Unsafe
2023-05-10,Alipur,28.817,77.119,210,0,0,0,0,0.09,-185.0,583.0,0,Regular Day,Summer,2,May,5,2,Wednesday,19,0,0,Unsafe
2023-05-11,Alipur,28.817,77.119,303,0,0,0,0,0.95,-185.0,583.0,0,Regular Day,Summer,2,May,5,2,Thursday,19,0,0,Unsafe
2023-05-12,Alipur,28.817,77.119,248,0,0,0,0,0.44,-185.0,583.0,0,Regular Day,Summer,2,May,5,2,Friday,19,0,0,Unsafe
2023-05-13,Alipur,28.817,77.119,263,0,0,0,0,0.58,-185.0,583.0,0,Regular Day,Summer,2,May,5,2,Saturday,19,1,0,Unsafe
2023-05-14,Alipur,28.817,77.119,252,0,0,0,0,0.48,-185.0,583.0,0,Regular Day,Summer,2,May,5,2,Sunday,19,1,0,Unsafe
2023-05-15,Alipur,28.817,77.119,171,0,0,0,0,-0.28,-185.0,583.0,0,Regular Day,Summer,2,May,5,2,Monday,20,0,0,Unsafe
2023-05-16,Alipur,28.817,77.119,279,0,0,0,0,0.73,-185.0,583.0,0,Regular Day,Summer,2,May,5,2,Tuesday,20,0,0,Unsafe
2023-05-17,Alipur,28.817,77.119,345,0,0,0,0,1.35,-185.0,583.0,0,Regular Day,Summer,2,May,5,2,Wednesday,20,0,0,Unsafe
2023-05-18,Alipur,28.817,77.119,123,0,0,0,0,-0.73,-185.0,583.0,0,Regular Day,Summer,2,May,5,2,Thursday,20,0,0,Unsafe
2023-05-19,Alipur,28.817,77.119,174,0,0,0,0,-0.25,-185.0,583.0,0,Regular Day,Summer,2,May,5,2,Friday,20,0,0,Unsafe
2023-05-20,Alipur,28.817,77.119,188,0,0,0,0,-0.12,-185.0,583.0,0,Regular Day,Summer,2,May,5,2,Saturday,20,1,0,Unsafe
2023-05-21,Alipur,28.817,77.119,296,0,0,0,0,0.89,-185.0,583.0,0,Regular Day,Summer,2,May,5,2,Sunday,20,1,0,Unsafe
2023-05-22,Alipur,28.817,77.119,212,0,0,0,0,0.1,-185.0,583.0,0,Regular Day,Summer,2,May,5,2,Monday,21,0,0,Unsafe
2023-05-23,Alipur,28.817,77.119,224,0,0,0,0,0.22,-185.0,583.0,0,Regular Day,Summer,2,May,5,2,Tuesday,21,0,0,Unsafe
2023-05-24,Alipur,28.817,77.119,224,0,0,0,0,0.22,-185.0,583.0,0,Regular Day,Summer,2,May,5,2,Wednesday,21,0,0,Unsafe
2023-05-25,Alipur,28.817,77.119,224,0,0,0,0,0.22,-185.0,583.0,0,Regular Day,Summer,2,May,5,2,Thursday,21,0,0,Unsafe
2023-05-26,Alipur,28.817,77.119,224,0,0,0,0,0.22,-185.0,583.0,0,Regular Day,Summer,2,May,5,2,Friday,21,0,0,Unsafe
2023-05-27,Alipur,28.817,77.119,123,0,0,0,0,-0.73,-185.0,583.0,0,Regular Day,Summer,2,May,5,2,Saturday,21,1,0,Unsafe
2023-05-28,Alipur,28.817,77.119,170,0,0,0,0,-0.29,-185.0,583.0,0,Regular Day,Summer,2,May,5,2,Sunday,21,1,0,Unsafe
2023-05-29,Alipur,28.817,77.119,139,0,0,0,0,-0.58,-185.0,583.0,0,Regular Day,Summer,2,May,5,2,Monday,22,0,0,Unsafe
2023-05-30,Alipur,28.817,77.119,180,0,0,0,0,-0.19,-185.0,583.0,0,Regular Day,Summer,2,May,5,2,Tuesday,22,0,0,Unsafe
2023-05-31,Alipur,28.817,77.119,74,0,0,0,0,-1.18,-185.0,583.0,0,Regular Day,Summer,2,May,5,2,Wednesday,22,0,0,Caution
2023-06-01,Alipur,28.817,77.119,75,0,0,0,0,-1.17,-185.0,583.0,0,Regular Day,Monsoon,3,June,6,2,Thursday,22,0,0,Caution
2023-06-02,Alipur,28.817,77.119,91,0,0,0,0,-1.02,-185.0,583.0,0,Regular Day,Monsoon,3,June,6,2,Friday,22,0,0,Caution
2023-06-03,Alipur,28.817,77.119,96,0,0,0,0,-0.98,-185.0,583.0,0,Regular Day,Monsoon,3,June,6,2,Saturday,22,1,0,Caution
2023-06-04,Alipur,28.817,77.119,96,0,0,0,0,-0.98,-185.0,583.0,0,Regular Day,Monsoon,3,June,6,2,Sunday,22,1,0,Caution
2023-06-05,Alipur,28.817,77.119,96,0,0,0,0,-0.98,-185.0,583.0,0,Regular Day,Monsoon,3,June,6,2,Monday,23,0,0,Caution
2023-06-06,Alipur,28.817,77.119,96,0,0,0,0,-0.98,-185.0,583.0,0,Regular Day,Monsoon,3,June,6,2,Tuesday,23,0,0,Caution
2023-06-07,Alipur,28.817,77.119,207,0,0,0,0,0.06,-185.0,583.0,0,Regular Day,Monsoon,3,June,6,2,Wednesday,23,0,0,Unsafe
2023-06-08,Alipur,28.817,77.119,145,0,0,0,0,-0.52,-185.0,583.0,0,Regular Day,Monsoon,3,June,6,2,Thursday,23,0,0,Unsafe
2023-06-09,Alipur,28.817,77.119,163,0,0,0,0,-0.35,-185.0,583.0,0,Regular Day,Monsoon,3,June,6,2,Friday,23,0,0,Unsafe
2023-06-10,Alipur,28.817,77.119,137,0,0,0,0,-0.6,-185.0,583.0,0,Regular Day,Monsoon,3,June,6,2,Saturday,23,1,0,Unsafe
2023-06-11,Alipur,28.817,77.119,125,0,0,0,0,-0.71,-185.0,583.0,0,Regular Day,Monsoon,3,June,6,2,Sunday,23,1,0,Unsafe
2023-06-12,Alipur,28.817,77.119,154,0,0,0,0,-0.44,-185.0,583.0,0,Regular Day,Monsoon,3,June,6,2,Monday,24,0,0,Unsafe
2023-06-13,Alipur,28.817,77.119,201,0,0,0,0,0.0,-185.0,583.0,0,Regular Day,Monsoon,3,June,6,2,Tuesday,24,0,0,Unsafe
2023-06-14,Alipur,28.817,77.119,226,0,0,0,0,0.24,-185.0,583.0,0,Regular Day,Monsoon,3,June,6,2,Wednesday,24,0,0,Unsafe
2023-06-15,Alipur,28.817,77.119,162,0,0,0,0,-0.36,-185.0,583.0,0,Regular Day,Monsoon,3,June,6,2,Thursday,24,0,0,Unsafe
2023-06-16,Alipur,28.817,77.119,119,0,0,0,0,-0.76,-185.0,583.0,0,Regular Day,Monsoon,3,June,6,2,Friday,24,0,0,Unsafe
2023-06-17,Alipur,28.817,77.119,140,0,0,0,0,-0.57,-185.0,583.0,0,Regular Day,Monsoon,3,June,6,2,Saturday,24,1,0,Unsafe
2023-06-18,Alipur,28.817,77.119,84,0,0,0,0,-1.09,-185.0,583.0,0,Regular Day,Monsoon,3,June,6,2,Sunday,24,1,0,Caution
2023-06-19,Alipur,28.817,77.119,70,0,0,0,0,-1.22,-185.0,583.0,0,Regular Day,Monsoon,3,June,6,2,Monday,25,0,0,Caution
2023-06-20,Alipur,28.817,77.119,76,0,0,0,0,-1.16,-185.0,583.0,0,Regular Day,Monsoon,3,June,6,2,Tuesday,25,0,0,Caution
2023-06-21,Alipur,28.817,77.119,88,0,0,0,0,-1.05,-185.0,583.0,0,Regular Day,Monsoon,3,June,6,2,Wednesday,25,0,0,Caution
